id,counter_name,code_item,description_item,boxqty,boxunitqty,boxunittotal,magazijn,winkel,total,current_inventory,difference,deposit_name,rack_name,location,count_date
22,LUZMERY,3509,ETI 3901158 TERMINAL VS35 BLUE,0,0,0,12,0,12,0,12,Almacen,K,Almacen - K,2026-02-09
23,LUZMERY,3506,ETI 3901101 TERMINAL VS10 IVOR,0,0,0,25,0,25,0,25,Almacen,K,Almacen - K,2026-02-09
24,LUZMERY,3507,ETI 3901102 TERMINAL VS10 BLUE,0,0,0,39,0,39,0,39,Almacen,K,Almacen - K,2026-02-09
25,LUZMERY,3496,ETI 3901476 GR VS4 YELLO/GR,0,0,0,28,0,28,0,28,Almacen,K,Almacen - K,2026-02-09
26,LUZMERY,3501,ETI 3901069 TERMINAL VS 6 BLUE,0,0,0,20,0,20,0,20,Almacen,K,Almacen - K,2026-02-09
27,LUZMERY,3495,ETI 3901497 GR VS6 YELLO/GR,0,0,0,37,0,37,0,37,Almacen,K,Almacen - K,2026-02-09
28,LUZMERY,3487,ETI 3901375  EINDPLAAT VSV4,0,0,0,3,0,3,0,3,Almacen,K,Almacen - K,2026-02-09
29,LUZMERY,1778,ETI 2159312 DA ETIMAT 10 24V,18,1,18,0,0,18,0,18,Almacen,L,Almacen - L,2026-02-09
30,LUZMERY,1777,ETI 2159301 DA ETIMAT 10 230V,20,1,20,0,0,20,0,20,Almacen,L,Almacen - L,2026-02-09
31,LUZMERY,3505,ETI 3901189 TERMINAL VS70 BLUE,1,20,20,0,0,20,0,20,Almacen,L,Almacen - L,2026-02-09
32,LUZMERY,3504,ETI 3901188 TERMINAL VS 70 IVO,0,0,0,5,0,5,0,5,Almacen,L,Almacen - L,2026-02-09
33,LUZMERY,3491,ETI 3901055 BRIDGING MP 166/4,0,0,0,10,0,10,0,10,Almacen,L,Almacen - L,2026-02-09
34,LUZMERY,3488,ETI 3901114 BRIDGING MP2 / 10,0,0,0,10,0,10,0,10,Almacen,L,Almacen - L,2026-02-09
35,LUZMERY,3489,ETI 3901116 BRIDGING MP4 /10,0,0,0,19,0,19,0,19,Almacen,L,Almacen - L,2026-02-09
36,LUZMERY,3490,ETI 3901087 BRIDGING MP124/6,0,0,0,2,0,2,0,2,Almacen,L,Almacen - L,2026-02-09
37,LUZMERY,1773,ETI 4671149 SHUNT DC 24V,0,0,0,5,0,5,0,5,Almacen,L,Almacen - L,2026-02-09
38,LUZMERY,1710,ETI  AUTOMAAT6KA 16A 1P+N BKAR,0,0,0,6,0,6,0,6,Almacen,K,Almacen - K,2026-02-09
39,LUZMERY,1711,ETI  AUTOMAAT6KA 16A 1P+N CKAR,0,0,0,11,0,11,0,6,Almacen,K,Almacen - K,2026-02-09
40,LUZMERY,1713,ETI  AUTOMAAT6KA 25A 1P+N CKAR,0,0,0,8,0,8,0,8,Almacen,K,Almacen - K,2026-02-09
41,LUZMERY,1715,ETI AUTOMAAT 6KA 1P+N 25A B,0,0,0,9,0,9,0,9,Almacen,K,Almacen - K,2026-02-09
42,LUZMERY,1714,ETI  AUTOMAAT6KA 50A 1P+N CKAR,0,0,0,10,0,10,0,10,Almacen,K,Almacen - K,2026-02-09
43,LUZMERY,1716,ETI AUTOMAAT 6KA 2P 16A CKAR,0,0,0,4,0,4,0,4,Almacen,K,Almacen - K,2026-02-09
44,LUZMERY,3503,ETI 3901130 TERMINAL VS16 BLUE,0,0,0,4,0,4,0,4,Almacen,K,Almacen - K,2026-02-09
45,LUZMERY,1769,ETI  AUTOMAAT6KA B40 1P B KAR,1,12,12,0,0,12,0,12,Almacen,K,Almacen - K,2026-02-09
46,LUZMERY,1723,ETI AUTOMAAT 6KA 3P 32A C KAR,0,0,0,1,0,1,0,1,Almacen,K,Almacen - K,2026-02-09
47,LUZMERY,1724,ETI AUTOMAAT 6KA 3P 40A CKAR,0,0,0,1,0,1,0,1,Almacen,K,Almacen - K,2026-02-09
48,LUZMERY,1747,ETI  CRM-91 H TIJD RELAY,0,0,0,7,0,7,0,7,Almacen,L,Almacen - L,2026-02-09
49,LUZMERY,1701,ETI 2423414 SCHAKELAAR 4P 63A,0,0,0,2,0,2,0,2,Almacen,L,Almacen - L,2026-02-09
50,LUZMERY,1702,ETI 2423415 SCHAKELAAR 4P 80A,0,0,0,2,0,2,0,2,Almacen,L,Almacen - L,2026-02-09
51,LUZMERY,1704,ETI 2423417 SCHAKELAAR 4P 125A,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
52,LUZMERY,1734,ETI AARDLEK AUTOM 1P+N16A B 30,0,0,0,3,0,3,0,3,Almacen,L,Almacen - L,2026-02-09
53,LUZMERY,1735,ETI AARDLEK AUTOM 1P+N16A C 30,1,12,12,5,0,17,0,17,Almacen,L,Almacen - L,2026-02-09
54,LUZMERY,1705,ETI AARDLEKSCH 4P 40A 30 mA,0,0,0,5,0,5,0,5,Almacen,L,Almacen - L,2026-02-09
55,LUZMERY,1707,ETI AARDLEKSCH 4P 40A 300mA,0,0,0,3,0,3,0,3,Almacen,L,Almacen - L,2026-02-09
56,LUZMERY,1708,ETI AARDLEKSCH 4P 63A 300 mA,0,0,0,2,0,2,0,2,Almacen,L,Almacen - L,2026-02-09
57,LUZMERY,1774,ETI 4671153 UNDERV AC 200-240,0,0,0,5,0,5,0,5,Almacen,L,Almacen - L,2026-02-09
58,LUZMERY,1765,ETI AARDLEKSCH 4P 80A 30 mA,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
59,LUZMERY,1767,ETI AARDLEKSCH 4P 80A 300 MA,1,2,2,0,0,2,0,2,Almacen,L,Almacen - L,2026-02-09
60,LUZMERY,1766,ETI AARDLEKSCH 4P 100A 30 mA,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
61,LUZMERY,1768,ETI AARDLEKSCH 4P 100A 300 MA,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
62,LUZMERY,1779,ETI AARDLEKSCH 4P 40A 100 mA,1,3,3,0,0,3,0,3,Almacen,L,Almacen - L,2026-02-09
63,LUZMERY,1706,ETI AARDLEKSCH 4P 63A 30 mA,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
64,LUZMERY,1772,ETI 4671147 SHUNTDA2 AC200-240,0,0,0,5,0,5,0,5,Almacen,L,Almacen - L,2026-02-09
65,LUZMERY,1775,ETI 4671155 UNDERV DC 24V,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
66,LUZMERY,1753,ETI  MAGNEET SCHAKELAAR 4P 63A,0,0,0,3,0,3,0,3,Almacen,L,Almacen - L,2026-02-09
67,LUZMERY,7061,JVRO16-32 1P+N C 16 30 mA,0,0,0,2,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
68,LUZMERY,7036,JVM 65-125  80A 3P+N C-TYPE,0,0,0,1,0,1,0,1,Almacen,M,Almacen - M,2026-02-09
69,LUZMERY,7037,JVM 65-125 100A 3P+N C-TYPE,1,3,3,2,0,5,0,5,Almacen,M,Almacen - M,2026-02-09
70,LUZMERY,7038,JVM 65-125 125A 3P+N C-TYPE,0,0,0,4,0,4,0,4,Almacen,M,Almacen - M,2026-02-09
71,LUZMERY,7000,JVD16 - 63   40A 4P SCHAKELAAR,0,0,0,2,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
72,LUZMERY,7006,JVL16 -63  63A 4P 30mA AARDLEK,0,0,0,1,0,1,0,1,Almacen,M,Almacen - M,2026-02-09
73,LUZMERY,7008,JVL16 -63 63A 4P 300mA AARDLEK,8,1,8,0,0,8,0,8,Almacen,M,Almacen - M,2026-02-09
74,LUZMERY,7043,JVL5-40 16A 1P+N - C 30mA,10,1,10,0,0,10,0,10,Almacen,M,Almacen - M,2026-02-09
75,LUZMERY,7005,JVL16 -63  40A 4P 30mA AARDLEK,0,0,0,1,0,1,0,1,Almacen,M,Almacen - M,2026-02-09
76,LUZMERY,7041,LNC1  20A  4P 2MOD CONTACTOR,0,0,0,4,0,4,0,4,Almacen,M,Almacen - M,2026-02-09
77,LUZMERY,7042,LNC1 25A 4P 2MOD CONTACTOR,1,6,6,1,0,7,0,7,Almacen,M,Almacen - M,2026-02-09
78,LUZMERY,1730,ETI AUTOMAAT 6KA 3P+N 32A CKAR,0,0,0,2,0,2,0,2,Almacen,L,Almacen - L,2026-02-09
79,LUZMERY,1731,ETI AUTOMAAT 6KA 3P+N 40A CKAR,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
80,LUZMERY,1786,ETI  HULPCONTACT BLOK BCXMLE11,0,0,0,1,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
81,LUZMERY,1749,ETI TIJDKLOK SHT 2 KANAL 230V,1,4,4,1,0,5,0,5,Almacen,L,Almacen - L,2026-02-09
82,LUZMERY,1771,ETI 2444005 TNC-S 25/100 4+0,1,1,1,0,0,1,0,1,Almacen,L,Almacen - L,2026-02-09
83,LUZMERY,1748,ETI TIJDKLOK SHT 1 KANAL 230V,0,0,0,4,0,4,0,4,Almacen,L,Almacen - L,2026-02-09
84,LUZMERY,7018,JVM19-63   6A  2P B-TYPE AUTOM,0,0,0,4,0,4,0,4,Almacen,M,Almacen - M,2026-02-09
85,LUZMERY,7017,JVM19 -63  16A 2P B-TYPE AUTOM,4,6,24,2,0,26,0,26,Almacen,M,Almacen - M,2026-02-09
86,LUZMERY,7019,JVM16 -63  16A 2P C-TYPE AUTOM,0,0,0,1,0,1,0,1,Almacen,M,Almacen - M,2026-02-09
87,LUZMERY,7021,JVM19 -63  25A 2P C-TYPE AUTOM,0,0,0,2,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
88,LUZMERY,1591,VERB-KAM 0,2,25,50,4,0,54,0,54,Almacen,M,Almacen - M,2026-02-09
89,LUZMERY,7023,JVM19 -63  20A 3P C-TYPE AUTOM,1,4,4,0,0,4,0,4,Almacen,M,Almacen - M,2026-02-09
90,LUZMERY,7024,JVM16 -63  25A 3P C-TYPE AUTOM,0,0,0,1,0,1,0,1,Almacen,M,Almacen - M,2026-02-09
91,LUZMERY,7025,JVM16 -63  32A 3P C-TYPE AUTOM,1,4,4,5,0,9,0,9,Almacen,M,Almacen - M,2026-02-09
92,LUZMERY,7026,JVM16 -63  40A 3P C-TYPE AUTOM,1,4,4,1,0,5,0,5,Almacen,M,Almacen - M,2026-02-09
93,LUZMERY,7027,JVM19 -63  50A 3P C-TYPE AUTOM,1,4,4,2,0,6,0,6,Almacen,M,Almacen - M,2026-02-09
94,LUZMERY,7028,JVM19 -63  63A 3P C-TYPE AUTOM,2,4,8,0,0,8,0,8,Almacen,M,Almacen - M,2026-02-09
95,LUZMERY,7039,JVT3-16D TIMER,1,2,2,1,0,3,0,3,Almacen,M,Almacen - M,2026-02-09
96,LUZMERY,7060,JVRO16-32 1P+N B16 30 mA,0,0,0,6,0,6,0,6,Almacen,M,Almacen - M,2026-02-09
97,LUZMERY,7030,JVM16-63 16A 3P+N C-TYPE AUTOM,0,0,0,1,0,1,0,1,Almacen,M,Almacen - M,2026-02-09
98,LUZMERY,7022,JVM19 -63  16A 3P C-TYPE AUTOM,3,4,12,1,0,13,0,13,Almacen,M,Almacen - M,2026-02-09
99,LUZMERY,7032,JVM16 -63 32A 3P+N C-TYPE AUTO,0,0,0,2,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
100,LUZMERY,7033,JVM16 -63 40A 3P+N C-TYPE AUTO,0,0,0,1,0,1,0,1,Almacen,M,Almacen - M,2026-02-09
101,LUZMERY,7034,JVM16 -63 50A 3P+N C-TYPE AUTO,0,0,0,2,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
102,LUZMERY,7040,LNC1  20A  2P 1MOD CONTACTOR,2,1,2,0,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
103,LUZMERY,3223,TL ORNEMENT LED 1X9W LEEG,1,6,6,1,0,7,0,7,Almacen,Z,Almacen - Z,2026-02-09
104,LUZMERY,3327,PICKENS LED ORNEMENT WD 2X9W,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
105,LUZMERY,3275,LED TUBE T8 10W/865 1050l 6500,1,15,15,1,0,16,0,16,Almacen,Z,Almacen - Z,2026-02-09
106,LUZMERY,3210,TL-ORNEMENT 1x20W 127/220V,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
107,LUZMERY,3228,TL-ORNEMENT LED 1x9W WD LEEG,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
108,LUZMERY,0640,KSV PATRONEN 200A NH 1,6,1,6,1,0,7,0,7,Almacen,Z,Almacen - Z,2026-02-09
109,LUZMERY,3257,TL BUIS LED  20W 6500K,0,0,0,2,0,2,0,2,Almacen,Z,Almacen - Z,2026-02-09
110,LUZMERY,0461,A470 BARNICOL GIETMOF CPL,2,1,2,0,0,2,0,2,Almacen,Z,Almacen - Z,2026-02-09
111,LUZMERY,1989,NEUTRAL BASES 250A-400A,0,0,0,4,0,4,0,4,Almacen,M,Almacen - M,2026-02-09
112,LUZMERY,0316,"BOCHT 1""",0,0,0,55,0,55,0,55,Almacen,M,Almacen - M,2026-02-09
113,LUZMERY,0317,"BOCHT 1,5""",0,0,0,22,0,22,0,22,Almacen,M,Almacen - M,2026-02-09
114,LUZMERY,0318,"BOCHT 2""",0,0,0,12,0,12,0,12,Almacen,M,Almacen - M,2026-02-09
115,LUZMERY,7010,JVM16 -32  16A 1P+N B-TYPE AUT,0,0,0,6,0,6,0,6,Almacen,M,Almacen - M,2026-02-09
116,LUZMERY,7013,JVM16 -32  16A 1P+N C-TYPE AUT,0,0,0,2,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
117,LUZMERY,7011,JVM16 -32  20A 1P+N B-TYPE AUT,1,12,12,4,0,16,0,16,Almacen,M,Almacen - M,2026-02-09
118,LUZMERY,7016,JVM16 -32  32A 1P+N C-TYPE AUT,0,0,0,2,0,2,0,2,Almacen,M,Almacen - M,2026-02-09
119,LUZMERY,0460,A370 BARNICOL GIETMOF CPL,8,1,8,0,0,8,0,8,Almacen,Z,Almacen - Z,2026-02-09
120,LUZMERY,0102,VD DRAAD 2.5 mm  BRUIN,20,1,20,0,0,20,0,20,Almacen,Z,Almacen - Z,2026-02-09
121,LUZMERY,0103,VD DRAAD 2.5 mm  BLAUW,18,1,18,0,0,18,0,18,Almacen,Z,Almacen - Z,2026-02-09
122,LUZMERY,0104,VD DRAAD 2.5 mm  GR/GL,20,1,20,0,0,20,0,20,Almacen,Z,Almacen - Z,2026-02-09
123,LUZMERY,0101,VD DRAAD 1.5 mm  ZWART,22,1,22,0,0,22,382,-360,Almacen,,Almacen - ,2026-02-09
124,LUZMERY,1594,JSL VERDEELBLOK 160 A 160134BD,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
125,LUZMERY,0600,PASMOER 16A,3,25,75,10,0,85,0,85,Almacen,Z,Almacen - Z,2026-02-09
126,LUZMERY,0601,PASMOER 20A,1,25,25,6,0,31,0,31,Almacen,Z,Almacen - Z,2026-02-09
127,LUZMERY,0602,PASMOER 25A,0,0,0,22,0,22,0,22,Almacen,Z,Almacen - Z,2026-02-09
128,LUZMERY,0603,PASMOER 35A,0,0,0,15,0,15,0,15,Almacen,Z,Almacen - Z,2026-02-09
129,LUZMERY,0604,PASMOER 50A,1,25,25,1,0,26,0,26,Almacen,Z,Almacen - Z,2026-02-09
130,LUZMERY,0605,PASMOER 63A,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
131,LUZMERY,0614,ZEKERING 50A,3,15,45,2,0,47,0,47,Almacen,Z,Almacen - Z,2026-02-09
132,LUZMERY,0615,ZEKERING 63A,4,5,20,3,0,23,0,23,Almacen,Z,Almacen - Z,2026-02-09
133,LUZMERY,0621,KOP K3,0,0,0,16,0,16,0,16,Almacen,Z,Almacen - Z,2026-02-09
134,LUZMERY,0620,KOP K2,1,50,50,3,0,53,0,53,Almacen,Z,Almacen - Z,2026-02-09
135,LUZMERY,3109,TUBO LED T8 18W1600LM 6500K,0,0,0,18,0,18,0,18,Almacen,Z,Almacen - Z,2026-02-09
136,LUZMERY,3226,TL-ORNEMENT 1x40W WD 127/220V,2,1,2,0,0,2,0,2,Almacen,Z,Almacen - Z,2026-02-09
137,LUZMERY,3253,TL- BUIS  32W DL T8,0,0,0,37,0,37,0,37,Almacen,Z,Almacen - Z,2026-02-09
138,LUZMERY,3272,PICKENS T8 1.20M LED 22W 6500K,0,0,0,18,0,18,0,18,Almacen,Z,Almacen - Z,2026-02-09
139,LUZMERY,0626,KSV PATRONEN   50A NH 00,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
140,LUZMERY,0636,KSV PATRONEN  80A NH 1,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
141,LUZMERY,0628,KSV PATRONEN   80A NH 00,0,0,0,3,0,3,0,3,Almacen,Z,Almacen - Z,2026-02-09
142,LUZMERY,0630,KSV PATRONEN 125A NH 00,0,0,0,3,0,3,0,3,Almacen,Z,Almacen - Z,2026-02-09
143,LUZMERY,0631,KSV PATRONEN 160A NH 00,0,0,0,2,0,2,0,2,Almacen,Z,Almacen - Z,2026-02-09
144,LUZMERY,0635,KSV PATRONEN  63A NH 1,10,3,30,2,0,32,0,32,Almacen,Z,Almacen - Z,2026-02-09
145,LUZMERY,0638,KSV PATRONEN 125A NH 1,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
146,LUZMERY,0637,KSV PATRONEN 100A NH 1,2,3,6,2,0,8,0,8,Almacen,Z,Almacen - Z,2026-02-09
147,LUZMERY,0641,KSV PATRONEN 224A NH 1,6,3,18,2,0,20,0,20,Almacen,Z,Almacen - Z,2026-02-09
148,LUZMERY,0643,KSV PATRONEN 315A NH 1,0,0,0,2,0,2,0,2,Almacen,Z,Almacen - Z,2026-02-09
149,LUZMERY,0646,KSV PATRONEN 630A NH 3,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
150,LUZMERY,0644,KSV PATRONEN 355A NH 1,1,3,3,2,0,5,0,5,Almacen,Z,Almacen - Z,2026-02-09
151,LUZMERY,0645,KSV PATRONEN 400A NH 2,2,3,6,1,0,7,0,7,Almacen,Z,Almacen - Z,2026-02-09
152,LUZMERY,3282,BALLAST 1x20W STARTER 220V,0,0,0,18,0,18,0,18,Almacen,Z,Almacen - Z,2026-02-09
153,LUZMERY,3283,BALLAST 1x40W STARTER,0,0,0,11,0,11,0,11,Almacen,Z,Almacen - Z,2026-02-09
154,LUZMERY,3284,BALLAST 1x40W STARTER 220V,0,0,0,5,0,5,0,5,Almacen,Z,Almacen - Z,2026-02-09
155,LUZMERY,3108,"TUBO LED T8, 9W 800LM 6500K",0,0,0,14,0,14,0,14,Almacen,Z,Almacen - Z,2026-02-09
156,LUZMERY,3271,PICKENS T8 0.6 CM LED9W 6500K,2,25,50,16,0,66,0,66,Almacen,Z,Almacen - Z,2026-02-09
157,LUZMERY,3256,TL-BUIS LED 10W 6500K,0,0,0,8,0,8,0,8,Almacen,Z,Almacen - Z,2026-02-09
158,LUZMERY,3431,WALLPLATE 2 SCHAK 2137,0,0,0,8,0,8,0,8,Almacen,Z,Almacen - Z,2026-02-09
159,LUZMERY,1105,WALLPLATE AM BLD 2G  2037W,2,25,50,0,0,50,0,50,Almacen,Z,Almacen - Z,2026-02-09
160,LUZMERY,1111,WALLPLATE AM TELPH. C 3532-4W,1,15,15,15,0,30,0,30,Almacen,Z,Almacen - Z,2026-02-09
161,LUZMERY,0992,STRAP 2 PORTMOD-5522-5EW DECOR,0,0,0,35,0,35,0,35,Almacen,Z,Almacen - Z,2026-02-09
162,LUZMERY,1029,WCD AM INB 127 ENK LED TR7735W,0,0,0,5,0,5,0,5,Almacen,Z,Almacen - Z,2026-02-09
163,LUZMERY,1113,DECO AM PHON/ANTENE 3562W,0,0,0,55,0,55,0,55,Almacen,Z,Almacen - Z,2026-02-09
164,LUZMERY,1127,WALLPLATE AM DUB WD S2966 W-SP,1,10,10,9,0,19,0,19,Almacen,Z,Almacen - Z,2026-02-09
165,LUZMERY,1102,WALLPLATE AM DUB SW 2952W DISC,0,0,0,36,0,36,0,36,Almacen,Z,Almacen - Z,2026-02-09
166,LUZMERY,1128,WALLPLATE AM DUB WD S2962 W-SP,2,20,40,15,0,55,0,55,Almacen,Z,Almacen - Z,2026-02-09
167,LUZMERY,0456,A310 BARNICOL GIETMOF CPL,5,1,5,0,0,5,0,5,Almacen,Z,Almacen - Z,2026-02-09
168,LUZMERY,0467,ATTEMA  GIETMOF PAKKET 2511,4,3,12,0,0,12,0,12,Almacen,Z,Almacen - Z,2026-02-09
169,LUZMERY,0715,ATT KABELDOOS IP65M20/M25 2501,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
170,LUZMERY,0610,ZEKERING 16A,9,5,45,0,0,45,0,45,Almacen,Z,Almacen - Z,2026-02-09
171,LUZMERY,0611,ZEKERING 20A,2,5,10,1,0,11,0,11,Almacen,Z,Almacen - Z,2026-02-09
172,LUZMERY,0612,ZEKERING 25A,10,5,50,2,0,52,0,52,Almacen,Z,Almacen - Z,2026-02-09
173,LUZMERY,0613,ZEKERING 35A,4,5,20,4,0,24,0,24,Almacen,Z,Almacen - Z,2026-02-09
174,LUZMERY,0624,KSV PATRONEN   25A NH 00,5,3,15,2,0,17,0,17,Almacen,Z,Almacen - Z,2026-02-09
175,LUZMERY,0625,KSV PATRONEN   35A NH 00,7,3,21,1,0,22,0,22,Almacen,Z,Almacen - Z,2026-02-09
176,LUZMERY,7153,OPB.KAST 56MD 5271R1,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
177,LUZMERY,7157,INB.KAST 48/56MD 5270R1,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
178,LUZMERY,7130,HPS ARMATUUR 70W FML005,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
179,LUZMERY,0453,PERSKABELSCHOEN  70  mm  M14,0,0,0,4,0,4,0,4,Almacen,Z,Almacen - Z,2026-02-09
180,LUZMERY,0455,RAYTECH GIETMOF 95MM(A310),0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
181,LUZMERY,3208,HALOGEEN SCHIJNWERPER 1000W,0,0,0,2,0,2,0,2,Almacen,Z,Almacen - Z,2026-02-09
182,LUZMERY,0457,A150 BARNICOL GIETMOF CPL,12,1,12,0,0,12,0,12,Almacen,Z,Almacen - Z,2026-02-09
183,LUZMERY,15144,OPB.KAST WD 36MD CDN36PT/RR,0,0,0,1,0,1,0,1,Almacen,Z,Almacen - Z,2026-02-09
184,LUZMERY,0462,BARNICOL GIETHARS A,6,1,6,0,0,6,0,6,Almacen,Z,Almacen - Z,2026-02-09
185,LUZMERY,0463,BARNICOL GIETHARS B,6,1,6,0,0,6,0,6,Almacen,Z,Almacen - Z,2026-02-09
186,LUZMERY,0464,BARNICOL GIETHARS C,5,1,5,0,0,5,0,5,Almacen,Z,Almacen - Z,2026-02-09
187,LUZMERY,1160,PHOTOCEL 127 VOLT A-105W,1,64,64,0,0,64,0,64,Almacen,Z,Almacen - Z,2026-02-09
188,LUZMERY,1161,PHOTOCEL 220 VOLT A-1068W,1,5,5,0,0,5,0,5,Almacen,Z,Almacen - Z,2026-02-09
189,LUZMERY,1031,WCD AM INB ENK USB PORT TR7740,6,6,36,5,0,41,0,41,Almacen,Z,Almacen - Z,2026-02-09
190,LUZMERY,1026,USB Charging station 7750W,0,0,0,6,0,6,0,6,Almacen,Z,Almacen - Z,2026-02-09
191,LUZMERY,0998,3 OUTLET 1192W-SP,4,10,40,6,0,46,0,46,Almacen,Z,Almacen - Z,2026-02-09
192,LUZMERY,0997,6 OUTLET 1146W-SP,0,0,0,9,0,9,0,9,Almacen,Z,Almacen - Z,2026-02-09
193,LUZMERY,1134,WALLPLATE AM BLD WD       1987,1,10,10,4,0,14,0,14,Almacen,Z,Almacen - Z,2026-02-09
194,LUZMERY,1101,WALLPLATE AM ENK SW  2951WDISC,3,10,30,9,0,39,0,39,Almacen,Z,Almacen - Z,2026-02-09
195,LUZMERY,1131,WALLPLATE AM DUB WD  S1962,1,10,10,2,0,12,0,12,Almacen,X,Almacen - X,2026-02-09
196,LUZMERY,1119,WALLPLATE AM BLD 2G     2037V,6,25,150,0,0,150,0,150,Almacen,X,Almacen - X,2026-02-09
