Ubicacion,Codigo,Descripcion,total
Deposit N1 - B6,4258,VERLENG 75X20MM   10144  ABR,3
Deposit N1 - B6,4260,VERLENG 110X50MM 10094 RBR,3
Deposit N1 - B6,4261,VERLENG 90X50MM  10184 RBR,0
Deposit N1 - B6,4264,EINDSTUK 32X12.5MM  10405 ABR,51
Deposit N1 - B6,4265,EINDSTUK 32X16MM   10045 ABR,60
Deposit N1 - B6,4274,EINDSTUK 180X50MM  10295  RBR,11
Deposit N1 - B6,4280,BUITENHK 50X20MM 10506 ABR,2
Deposit N1 - B6,4283,BUITENHK 110X34MM  10086 RBR,28
Deposit N1 - B6,4284,BUITENHK 110X50MM  10096  RBR,28
Deposit N1 - B6,4285,BUITENHK 90X50MM  10186  RBR,24
Deposit N1 - B7,3352,18W LED 1X1 5K OPB 100-277V,0
Deposit N1 - B7,4006,PULL-CORD PUSH BUTTON 21092,15
Deposit N1 - B7,4009,EARTH SOCKET ( USA TYPE) 21143,230
Deposit N1 - B7,4010,MONO DOUBLE EARTH SOCKET 70331,200
Deposit N1 - B7,4022,COV PL  EARTH SOCKET 70631,10
Deposit N1 - B7,4023,COV PL  EARTH SOCK USA 70843,560
Deposit N1 - B7,4029,IP 44 KIT MEC21 SINGLE 21981,46
Deposit N1 - B7,4034,4- GANG HORIZONTAL FRAME 70941,264
Deposit N1 - B7,4036,UNIVERSAL COVER RING 70881,50
Deposit N1 - B7,4036,UNIVERSAL COVER RING 70881,0
Deposit N1 - B7,4045,MOUNTINGBOX AMERICAN 10972 ABR,80
Deposit N1 - B7,4052,SAFETY EARTH SOCKET 45132SBR,5
Deposit N1 - B7,4053,SAFE EARTHSOCKET 127V 45144SBR,96
Deposit N1 - B7,4056,Face plate F/2 RJ Connector 2M,8
Deposit N1 - B7,4114,4 GANG HORIZONTAL FRAME 90940,64
Deposit N1 - B7,4121,SURFACE MOUNTINGBOX TRIPLE,42
Deposit N1 - B7,4215,T STUK 20X12.5MM  10031 ABR,0
Deposit N1 - B7,4219,T STUK 40X16MM     10061 ABR,0
Deposit N1 - B7,4220,T STUK 50X20MM     10501 ABR,20
Deposit N1 - B7,4222,T STUK 75X20MM     10141 ABR,25
Deposit N1 - B7,4223,T STUK 110X34MM   10081 RBR,27
Deposit N1 - B7,4227,BINNENHK 20X12.5MM 10032 ABR,44
Deposit N1 - B7,4228,BINNENHK 32X12.5MM 10402  ABR,52
Deposit N1 - B7,4229,BINNENHK 32X16MM 10042 ABR,59
Deposit N1 - B7,4232,BINNENHK 50X20MM  10502 ABR,22
Deposit N1 - B7,4233,BINNENHK 60X16MM  10072   ABR,30
Deposit N1 - B7,4235,BINNENHK 110X34MM  10082  RBR,28
Deposit N1 - B7,4236,BINNENHK 110X50MM  10092 RBR,20
Deposit N1 - B7,4238,BINNENHK 180X50MM  10292 RBR,17
Deposit N1 - B7,4242,VLAKHOEK 40X12.5MM 10053  ABR,40
Deposit N1 - B7,4244,VLAKHOEK 50X20MM  10503 ABR,0
Deposit N1 - B7,4244,VLAKHOEK 50X20MM  10503 ABR,0
Deposit N1 - B7,4245,VLAKHOEK 60X16MM  10073  ABR,30
Deposit N1 - B7,4246,VLAKHOEK 75X20MM 10143  ABR,17
Deposit N1 - B7,4248,VLAKHOEK 110X50MM  10093  RBR,8
Deposit N1 - B7,4249,VLAKHOEK 90X50MM    10183 RBR,2
Deposit N1 - B7,4249,VLAKHOEK 90X50MM    10183 RBR,1
Deposit N1 - B7,4250,VLAKHOEK 180X50MM  10293  RBR,24
Deposit N1 - B7,4251,VERLENG 20X12.5MM 10034 ABR,40
Deposit N1 - B7,4255,VERLENG 40X16MM  10064 ABR,20
Deposit N1 - B7,4257,VERLENG 60X16MM  0074  ABR,30
Deposit N1 - B7,4258,VERLENG 75X20MM   10144  ABR,30
Deposit N1 - B7,4259,VERLENG 110X34MM 10084 RBR,28
Deposit N1 - B7,4260,VERLENG 110X50MM 10094 RBR,28
Deposit N1 - B7,4261,VERLENG 90X50MM  10184 RBR,16
Deposit N1 - B7,4262,VERLENG 180X50MM 10294 RBR,4
Deposit N1 - B7,4262,VERLENG 180X50MM 10294 RBR,8
Deposit N1 - B7,4263,EINDSTUK 20X12.5MM 10035  ABR,44
Deposit N1 - B7,4266,EINDSTUK 40X12.5MM 10055  ABR,0
Deposit N1 - B7,4267,EINDSTUK 40X16MM  10065  ABR,22
Deposit N1 - B7,4268,EINDSTUK 50X20MM 10505  ABR,28
Deposit N1 - B7,4269,EINDSTUK 60X16MM  10075  ABR,28
Deposit N1 - B7,4270,EINDSTUK 75X20MM  10145 ABR,30
Deposit N1 - B7,4270,EINDSTUK 75X20MM  10145 ABR,10
Deposit N1 - B7,4271,EINDSTUK 110X34MM 10085  RBR,28
Deposit N1 - B7,4272,EINDSTUK 110X50MM 10095  RBR,28
Deposit N1 - B7,4275,BUITENHK 20X12.5MM 10036 ABR,51
Deposit N1 - B7,4276,BUITENHK 32X12.5MM 10406 ABR,60
Deposit N1 - B7,4277,BUITENHK 32X16MM 10046  ABR,0
Deposit N1 - B7,4278,BUITENHK 40X12.5MM 10056  ABR,80
Deposit N1 - B7,4279,BUITENHK 40X16MM  10066 ABR,30
Deposit N1 - B7,4281,BUITENHK 60X16MM  10076  ABR,0
Deposit N1 - B7,4282,BUITENHK 75X20MM  10146  ABR,120
Deposit N1 - B7,4282,BUITENHK 75X20MM  10146  ABR,0
Deposit N1 - B7,4285,BUITENHK 90X50MM  10186  RBR,0
Deposit N1 - B7,4286,BUITENHK 180X50MM 10296  RBR,28
Deposit N1 - B7,4287,Q45 MOD ADAPTER 2 MOD 10950ABR,40
Deposit N1 - B7,4288,Q45 MOD COV PL 2 MOD 10959 ABR,120
Deposit N1 - B7,4288,Q45 MOD COV PL 2 MOD 10959 ABR,40
Deposit N1 - B7,4289,Q45  ADAPTER 2 MOD 10986 ABR,158
Deposit N1 - B7,4290,Q45  ADAPTER 4 MOD 10952 ABR,28
Deposit N1 - B7,4290,Q45  ADAPTER 4 MOD 10952 ABR,90
Deposit N1 - B7,4291,Q45 ADAPTER 6 MOD 10954 ABR,150
Deposit N1 - B7,4292,FLUSH MOUNT BOX USA 10971 ABR,110
Deposit N1 - B7,90107,COV PLATE DIMM 2WAY SW90721TAL,0
Deposit N1 - B8,4007,DIMMER/ 2 WAY 320 WRC 21217,4
Deposit N1 - B8,4007,DIMMER/ 2 WAY 320 WRC 21217,13
Deposit N1 - B8,4009,EARTH SOCKET ( USA TYPE) 21143,120
Deposit N1 - B8,4011,RJ 45 CAT 6 UTP  SOCKET 21455,50
Deposit N1 - B8,4011,RJ 45 CAT 6 UTP  SOCKET 21455,200
Deposit N1 - B8,4012,RJ 45 CAT 5 E UTP SOCKET 21453,100
Deposit N1 - B8,4015,TELEPHONE SOCKET 21252,100
Deposit N1 - B8,4020,COV PLATE  PULL CORD 70741,55
Deposit N1 - B8,4021,COVER PLATE  DIMMER 70721,19
Deposit N1 - B8,4023,COV PL  EARTH SOCK USA 70843,500
Deposit N1 - B8,4025,COVER PLATE  SINGLE RJ45 70751,120
Deposit N1 - B8,4026,COVER RING WITH DOUBLE 70442,325
Deposit N1 - B8,4027,COVER PLATE  TELEPHONE 70712,80
Deposit N1 - B8,4028,BLIND COVER PLATE 70677,400
Deposit N1 - B8,4031,SINGLE FRAME 70910,200
Deposit N1 - B8,4032,DOUBLE HORIZONTAL FRAME 70921,130
Deposit N1 - B8,4033,TRIPLE HORIZONTAL FRAME 70931,360
Deposit N1 - B8,4034,4- GANG HORIZONTAL FRAME 70941,158
Deposit N1 - B9,3996,MOTION DETECTOR 21401,17
Deposit N1 - B9,4009,EARTH SOCKET ( USA TYPE) 21143,160
Deposit N1 - B9,4122,COVER PLATE MOTION  90401 TBR,42
Deposit N1 - C1,7130,HPS ARMATUUR 70W FML005,0
Deposit N1 - C1,7132,HPS ARMATUUR 250W FML006,10
Deposit N1 - C2,4100,ROCKER FOR SWITCHES 90601 TBR,40
Deposit N1 - C2,4101,DOUBLE ROCKERS 90611 TBR,201
Deposit N1 - C2,4102,TRIPLE ROCKERS 90661 TBR,130
Deposit N1 - C2,4104,COVER PLATE FOR DIMMER 90721 T,27
Deposit N1 - C2,4107,COVER PLATE- EARTH SOCKET90631,804
Deposit N1 - C2,4107,COVER PLATE- EARTH SOCKET90631,0
Deposit N1 - C2,4110,BLIND COVER PLATE 90677 TBR,57
Deposit N1 - C2,4111,SINGLE FRAME 90910 TBR,19
Deposit N1 - C2,4113,TRIPLE HORIZONTAL FRAME 90930,19
Deposit N1 - C2,4114,4 GANG HORIZONTAL FRAME 90940,12
Deposit N1 - C2,4117,COVER RING WITH DOUBLE 90442,5
Deposit N1 - C2,4146,COV PLATE EARTH SOCKET90631TPM,0
Deposit N1 - C3,15142,OPBOUW KAST WD CSG13PT/RR,6
Deposit N1 - C3,3997,SPEED CONTROLLER 21219,13
Deposit N1 - C3,4103,COVER PLATE  PULL CORD 90741,36
Deposit N1 - C3,4105,COVER PLATE SINGLE RJ45 90751,80
Deposit N1 - C3,4106,COVER PLATE - TELEPHONE 90712,200
Deposit N1 - C3,4109,COVER PLATE SCHUKO SOCKET90634,40
Deposit N1 - C3,4112,DOUBLE HORIZONTAL FRAME 90920,410
Deposit N1 - C3,4116,WATERPROOF FRAME IP 44  90961,50
Deposit N1 - C3,4118,COVER PLATE  DBL USB CHA90673,24
Deposit N1 - C3,4119,SURFACE MOUNTINGBOX 10976 ABR,40
Deposit N1 - C3,8021,CMH100/TT/UVC/730/E40 SKU 7739,3
Deposit N1 - C4,0201,KABEL YMvK 3G2.5mm rol/100mtr,11
Deposit N1 - C4,0278,KABELGOOT 100x40 mm,4
Deposit N1 - C4,0284,KABELGOOT 60x40 mm,1
Deposit N1 - C4,0285,KABELGOOT 10x8 mm,113
Deposit N1 - C4,0288,KABELGOOT 70x40 mm,9
Deposit N1 - C4,0289,KABELGOOT 70x60 mm,84
Deposit N1 - C4,0290,KABELGOOT 100x60 mm,13
Deposit N1 - C4,0291,KABELGOOT  DEKSEL70x40 mm,94
Deposit N1 - C4,0292,KABELGOOT DEKSEL 70x60 mm,82
Deposit N1 - C4,0293,KABELGOOT DEKSEL 100x60 mm,81
Deposit N1 - C4,4200,KABELGOOT 12x7MM 10010 FBR,3
Deposit N1 - C4,4201,KABELGOOT 16X10MM 10020 FBR,116
Deposit N1 - C4,4201,KABELGOOT 16X10MM 10020 FBR,40
Deposit N1 - C4,4207,KABELGOOT 50X20MM 10500 CBR,38
Deposit N1 - C4,4209,KABELGOOT 75X20MM 10140 CBR,107
Deposit N1 - C4,4210,KABELGOOT 110X34MM 10080 RBR,50
Deposit N1 - C4,4211,KABELGOOT 110X50MM 10090RBR,16
Deposit N1 - C4,4212,KABELGOOT 90X50MM 10180 RBR,8
Deposit N1 - C4,4213,KABELGOOT 180X50MM 10290 RBR,325
Deposit N1 - C4,4260,VERLENG 110X50MM 10094 RBR,13
Deposit N2 - A1,1506,OPBOUWKAST 2-RIJ 36PE 610285,1
Deposit N2 - A1,1511,INBOUWKAST 2-RIJ  28MOD 610373,8
Deposit N2 - A1,1611,OPB.KAST OLINTHOS 2RIJ 24 PE,22
Deposit N2 - A1,1612,OPB.KAST OLINTHOS 3RIJ 36 PE,2
Deposit N2 - A1,7193,INB.KAST MP14 METALBOX NG,8
Deposit N2 - A1,7195,INB.KAST MP42 METALBOX NG,7
Deposit N2 - A1,7196,INB.KAST MP56 METALBOX NG,4
Deposit N2 - A2,7144,OPB.KAST WD 6MD R1306BR1,8
Deposit N2 - A2,7148,OPB.KAST WD 8MD 1308BR1,6
Deposit N2 - A2,7168,OPB.KAST WD 36MD 1336PR1,2
Deposit N2 - A2,7194,INB.KAST MP28 METALBOX NG,12
Deposit N2 - A3,1507,OPBOUWKAST4-RIJ VA 424 T 48PE,2
Deposit N2 - A3,1657,MOELLER OPB BF-0-5/120,1
Deposit N2 - A3,1665,MOELLER INB BF-U-5/120,2
Deposit N2 - A3,7151,OPB.KAST 28MD 5281R1,31
Deposit N2 - A4,1664,MOELLER INB BF-U-4/96,7
Deposit N2 - A4,7147,OPB.KAST WD 48MD 1348R1,6
Deposit N2 - A4,7184,INB.KAST MP14 METALBOX,2
Deposit N2 - A4,7193,INB.KAST MP14 METALBOX NG,22
Deposit N2 - A5,1659,MOELLER OPB BF-0-3/72,7
Deposit N2 - A5,1985,MESPATROON HOUDER 160 A-NH-00,36
Deposit N2 - A5,1987,MESPATROON HOUDER 250 A-NH-1,1
Deposit N2 - A5,1988,MESPATROON HOUDER 400 A-NH-2,22
Deposit N2 - A6,1657,MOELLER OPB BF-0-5/120,1
Deposit N2 - A6,1658,MOELLER OPB BF-0-6/144,3
Deposit N2 - A6,1666,MOELLER INB BF-U-6/144,5
Deposit N2 - A6,7186,INB.KAST MP42 METALBOX,0
Deposit N2 - A6,7191,EARTH TERMINAL GREEN,53
Deposit N2 - A6,7195,INB.KAST MP42 METALBOX NG,11
Deposit N2 - B1,1709,ETI  AUTOMAAT6KA 6A 1P+N BKAR,6
Deposit N2 - B1,1710,ETI  AUTOMAAT6KA 16A 1P+N BKAR,50
Deposit N2 - B1,1711,ETI  AUTOMAAT6KA 16A 1P+N CKAR,0
Deposit N2 - B1,1711,ETI  AUTOMAAT6KA 16A 1P+N CKAR,22
Deposit N2 - B1,1712,ETI  AUTOMAAT6KA 20A 1P+N CKAR,20
Deposit N2 - B1,1713,ETI  AUTOMAAT6KA 25A 1P+N CKAR,10
Deposit N2 - B1,1715,ETI AUTOMAAT 6KA 1P+N 25A B,4
Deposit N2 - B1,1737,ETI AUTOMAAT 6KA 3P+N 6A BKAR,2
Deposit N2 - B1,1742,ETI  AUTOMAAT6KA 32A 1P+N CKAR,9
Deposit N2 - B1,1769,ETI  AUTOMAAT6KA B40 1P B KAR,28
Deposit N2 - B1,1937,HOOFDSCHAKELAAR 400A,7
Deposit N2 - B1,1954,OMSCHAKELAAR 63A 3P+N,13
Deposit N2 - B1,1958,OMSCHAKELAAR 250A 3P+N,7
Deposit N2 - B1,1972,SCHAKELAAR MESPATR INB 630A,1
Deposit N2 - B1,1995,OMSCHAKELAAR 160A 3P+N,5
Deposit N2 - B1,8031,"ETI aardleksch 40A 4P0,03 127V",19
Deposit N2 - B2,1522,"GE AUTO 25A, 3P-2MOD C  UNIBIS",36
Deposit N2 - B2,1523,"GE AUTO 25A, 4P-2MOD C  UNIBIS",81
Deposit N2 - B2,1533,"GE SCHAKELAAR 125A, 4POL",1
Deposit N2 - B2,1564,"GE  AUTOMAAT 32A, 3POL C-KAR",29
Deposit N2 - B2,1565,"GE  AUTOMAAT 40A, 3POL C-KAR",4
Deposit N2 - B2,1566,"GE AUTOMAAT 50A, 3POL C-KAR",51
Deposit N2 - B2,1567,"GE  AUTOMAAT 63A, 3POL C-KAR",20
Deposit N2 - B2,1569,"GE  AUTOMAAT 32A, 3P+N C-KAR",8
Deposit N2 - B2,1570,"GE  AUTOMAAT 40A, 3P+N C-KAR",41
Deposit N2 - B2,1571,"GE  AUTOMAAT 50A, 3P+N C-KAR",30
Deposit N2 - B2,1574,"GE  AUTOMAAT 100A, 3P+N C KAR",8
Deposit N2 - B2,1576,"GE  AUTOMAAT 16A, 3P+N C-KAR",7
Deposit N2 - B2,1577,"GE  AUTOMAAT 20A, 3P+N C-KAR",15
Deposit N2 - B2,1717,ETI AUTOMAAT 6KA 2P 16A B KAR,20
Deposit N2 - B2,1718,ETI AUTOMAAT 6KA 2P 20A CKAR,23
Deposit N2 - B2,1719,ETI AUTOMAAT 6KA 2P 25A CKAR,60
Deposit N2 - B2,1727,ETI AUTOMAAT 6KA 3P+N 16A BKAR,2
Deposit N2 - B2,1728,ETI AUTOMAAT 6KA 3P+N 16A CKAR,176
Deposit N2 - B2,1738,ETI AUTOMAAT 6KA 3P+N 6A CKAR,3
Deposit N2 - B2,1739,ETI AUTOMAAT 6KA 2P 32A CKAR,43
Deposit N2 - B2,1740,ETI AUTOMAAT 6KA 2P 40A CKAR,41
Deposit N2 - B2,1788,ETI  4804051 KWH METER 3X63A D,2
Deposit N2 - B2,7037,JVM 65-125 100A 3P+N C-TYPE,11
Deposit N2 - B2,7038,JVM 65-125 125A 3P+N C-TYPE,15
Deposit N2 - B3,1520,"GE AUTO 16A, 3P-2MOD C  UNIBIS",6
Deposit N2 - B3,1521,"GE AUTO 20A, 3P-2MOD C  UNIBIS",42
Deposit N2 - B3,1561,"GE  AUTOMAAT 16A, 3POL C-KAR",5
Deposit N2 - B3,1562,"GE  AUTOMAAT 20A, 3POL C-KAR",49
Deposit N2 - B3,1659,MOELLER OPB BF-0-3/72,1
Deposit N2 - B3,1699,ETI AFDEK STROOK 2911003,372
Deposit N2 - B3,1714,ETI  AUTOMAAT6KA 50A 1P+N CKAR,8
Deposit N2 - B3,1720,ETI AUTOMAAT 6KA 3P 16A CKAR,12
Deposit N2 - B3,1721,ETI AUTOMAAT 6KA 3P 20A C KAR,27
Deposit N2 - B3,1722,ETI AUTOMAAT 6KA 3P 25A C KAR,14
Deposit N2 - B3,1723,ETI AUTOMAAT 6KA 3P 32A C KAR,24
Deposit N2 - B3,1724,ETI AUTOMAAT 6KA 3P 40A CKAR,19
Deposit N2 - B3,1725,ETI AUTOMAAT 6KA 3P 50A CKAR,19
Deposit N2 - B3,1726,ETI AUTOMAAT 6KA 3P 63A CKAR,33
Deposit N2 - B3,1730,ETI AUTOMAAT 6KA 3P+N 32A CKAR,2
Deposit N2 - B3,1731,ETI AUTOMAAT 6KA 3P+N 40A CKAR,19
Deposit N2 - B3,1732,ETI AUTOMAAT 6KA 3P+N 50A CKAR,27
Deposit N2 - B3,1733,ETI AUTOMAAT 6KA 3P+N 63A CKAR,52
Deposit N2 - B3,1931,SCHAKELKAST&SCHAKELAAR 400A,2
Deposit N2 - B3,1941,PANELHANDLE 40A - 250A-DS-SA01,12
Deposit N2 - B3,1942,DIRECT HANDEL 40A T/M 250A-CD,22
Deposit N2 - B3,1943,DIRECT HANDLE 250A T/M 400A-CD,1
Deposit N2 - B3,1943,DIRECT HANDLE 250A T/M 400A-CD,12
Deposit N2 - B3,1944,PANEL HANDEL 250A T/M 400A-CD,8
Deposit N2 - B3,1946,PANELHANDEL 500A 800A- DCCLA21,15
Deposit N2 - B3,1950,DIRECT HANDLE 800A-1000A-CD,9
Deposit N2 - B3,1951,PANELHANDEL 800A-1250A-DS-LA31,8
Deposit N2 - B3,1961,DINRAIL KIT VOOR OMSCH 40A/16A,34
Deposit N2 - B3,1962,DIRECT HANDLE 40A-200A-CD,10
Deposit N2 - B3,1964,DIRECT HANDLE 630A-800A OMKEER,9
Deposit N2 - B3,1965,DOORVERBINDINGSET 40A T/M 80A,3
Deposit N2 - B3,1966,DOORVERBINDINGSET 125AT/M200A,4
Deposit N2 - B3,1973,DIRECT HANDLE 125A-160A-M11,26
Deposit N2 - B3,1974,DIRECT HANDLE 250A-630A-M21,3
Deposit N2 - B3,2006,SCHIJDER NH 00 SPECIAL,100
Deposit N2 - B4,1933,HOOFDSCHAKELAAR 125A S5000,5
Deposit N2 - B4,1934,HOOFDSCHAKELAAR 160A INBUS,20
Deposit N2 - B4,1935,HOOFDSCHAKELAAR 160A S5000,23
Deposit N2 - B4,1936,HOOFDSCHAKELAAR 250A,3
Deposit N2 - B4,1937,HOOFDSCHAKELAAR 400A,3
Deposit N2 - B4,1938,HOOFDSCHAKELAAR 630A,7
Deposit N2 - B4,1939,HOOFDSCHAKELAAR 800A,4
Deposit N2 - B4,1940,HOOFDSCHAKELAAR 1000A,4
Deposit N2 - B4,1954,OMSCHAKELAAR 63A 3P+N,3
Deposit N2 - B4,1955,OMSCHAKELAAR 80A 3P+N,16
Deposit N2 - B4,1957,OMSCHAKELAAR 160A 3P,4
Deposit N2 - B4,1959,OMSCHAKELAAR 400A 3P+N,3
Deposit N2 - B4,1959,OMSCHAKELAAR 400A 3P+N,1
Deposit N2 - B4,1960,OMSCHAKELAAR 630A 3P+N,2
Deposit N2 - B4,1995,OMSCHAKELAAR 160A 3P+N,2
Deposit N2 - B5,1524,"GE AUTOMAAT 6A, 2P B  UNIBIS",6
Deposit N2 - B5,1535,"GE AARDLEKSCHAKELAAR 63A, 30mA",7
Deposit N2 - B5,1549,"GE  AUTOMAAT 16A, 2POL B-KAR",186
Deposit N2 - B5,1550,"GE  AUTOMAAT 20A, 2POL B-KAR",34
Deposit N2 - B5,1553,"GE  AUTOMAAT 25A, 1P+N B-KAR",181
Deposit N2 - B5,1554,"GE  AUTOMAAT 16A, 1P+N C-KAR",209
Deposit N2 - B5,1555,"GE  AUTOMAAT 20A, 1P+N C-KAR",7
Deposit N2 - B5,1556,"GE  AUTOMAAT 32A, 1P+N C-KAR",29
Deposit N2 - B5,15977,ROTARY HANDLE 730667,0
Deposit N2 - B5,15978,MANDO ROT 436476,0
Deposit N2 - B5,1700,ETI 2423423 SCHAKELAAR 4P 40A,9
Deposit N2 - B5,1701,ETI 2423414 SCHAKELAAR 4P 63A,25
Deposit N2 - B5,1702,ETI 2423415 SCHAKELAAR 4P 80A,48
Deposit N2 - B5,1703,ETI 2423416 SCHAKELAAR 4P 100A,36
Deposit N2 - B5,1704,ETI 2423417 SCHAKELAAR 4P 125A,38
Deposit N2 - B5,1750,ETI  MAGNEET SCHAKELAAR 2P 20A,64
Deposit N2 - B5,1751,ETI  MAGNEET SCHAKELAAR 4P 25A,61
Deposit N2 - B5,1752,ETI MAGNEET SCHAKELAAR 4P 40A,26
Deposit N2 - B5,1753,ETI  MAGNEET SCHAKELAAR 4P 63A,92
Deposit N2 - B5,1765,ETI AARDLEKSCH 4P 80A 30 mA,8
Deposit N2 - B5,1766,ETI AARDLEKSCH 4P 100A 30 mA,14
Deposit N2 - B5,1766,ETI AARDLEKSCH 4P 100A 30 mA,0
Deposit N2 - B5,1767,ETI AARDLEKSCH 4P 80A 300 MA,7
Deposit N2 - B5,1768,ETI AARDLEKSCH 4P 100A 300 MA,5
Deposit N2 - B5,1770,ETI AARDLEKSCH 4P 100A 100 mA,3
Deposit N2 - B5,1771,ETI 2444005 TNC-S 25/100 4+0,9
Deposit N2 - B5,1947,EXTENDEDSHAFT 40A-250A L=187MM,24
Deposit N2 - B5,1949,EXTENDEDSHAFT 250A-400A L=340,5
Deposit N2 - B5,1952,EXTENDEDSHAFT 800A-1000A L=299,2
Deposit N2 - B5,1967,EXTENDEDSHAFT 200A-1250A L=414,6
Deposit N2 - B5,1978,EXTENDEDSHAFT 40A-250A L=347MM,4
Deposit N2 - B5,1979,EXTENDED SHAFT 250A-630A M21,3
Deposit N2 - B5,1980,EXTENDED SHAFT 630A M21,2
Deposit N2 - B6,11481,INB.DOOS PLASTIC 4x4 WIT,296
Deposit N2 - B6,11482,DEKSEL DOOS PLASTIC 4x4 WIT,800
Deposit N2 - B6,1496,OPBOUW KAST 2 MOD 610090,4
Deposit N2 - B6,1497,OPBOUW KAST 4 MOD 610091,17
Deposit N2 - B6,1529,"GE SCHAKELAAR  80A, 4POL",8
Deposit N2 - B6,1532,"GE SCHAKELAAR 100A, 4POL",36
Deposit N2 - B6,1536,"GE AARDLEKSCHAKEL 40A, 300mA",18
Deposit N2 - B6,15952,GE RELAY 4P 40 A,49
Deposit N2 - B6,1649,OPBOUWKAST IDE ARM.40COM72,2
Deposit N2 - B6,1705,ETI AARDLEKSCH 4P 40A 30 mA,11
Deposit N2 - B6,1706,ETI AARDLEKSCH 4P 63A 30 mA,57
Deposit N2 - B6,1707,ETI AARDLEKSCH 4P 40A 300mA,37
Deposit N2 - B6,1708,ETI AARDLEKSCH 4P 63A 300 mA,32
Deposit N2 - B6,1734,ETI AARDLEK AUTOM 1P+N16A B 30,17
Deposit N2 - B6,1736,ETI AUTOMAAT 6KA 3P+N 20A CKAR,330
Deposit N2 - B6,1741,ETI AUTOMAAT 6KA 2P 6A B KAR,496
Deposit N2 - B6,1743,ETI  AUTOMAAT15KA 80A 3P+N C,16
Deposit N2 - B6,1744,ETI  AUTOMAAT15KA 100A 3P+N C,23
Deposit N2 - B6,1745,ETI  AUTOMAAT15KA 125A 3P+N C,11
Deposit N2 - B6,1745,ETI  AUTOMAAT15KA 125A 3P+N C,14
Deposit N2 - B6,1748,ETI TIJDKLOK SHT 1 KANAL 230V,10
Deposit N2 - B6,1749,ETI TIJDKLOK SHT 2 KANAL 230V,15
Deposit N2 - B6,1755,ETI AARDLEK AUTOM 2P B16 30MA,46
Deposit N2 - B6,1758,ETI AARDLEK AUTOM 2P C25 30MA,68
Deposit N2 - B6,1761,ETI VERMOGENS AUTOM EB 400/4S,2
Deposit N2 - B6,1784,ETI AARDLEK AUTOM 1P+N25A C 30,6
Deposit N2 - B6,1941,PANELHANDLE 40A - 250A-DS-SA01,2
Deposit N2 - B6,1941,PANELHANDLE 40A - 250A-DS-SA01,13
Deposit N2 - B6,1945,DIRECT HANDLE 400A T/M 800A-CD,6
Deposit N2 - B6,1946,PANELHANDEL 500A 800A- DCCLA21,8
Deposit N2 - B6,1963,DIRECT HANDLE 200A-400A OMKEER,12
Deposit N2 - B6,1964,DIRECT HANDLE 630A-800A OMKEER,15
Deposit N2 - B6,1975,PANELHANDEL 125A-160A- DCELAB1,5
Deposit N2 - B6,1976,PANEL HANDEL 250A-400A-M21,7
Deposit N2 - B6,1977,PANEL HANDEL 630A-M21,1
Deposit N2 - B6,7037,JVM 65-125 100A 3P+N C-TYPE,11
Deposit N2 - B6,7038,JVM 65-125 125A 3P+N C-TYPE,11
Deposit N2 - B6,7040,LNC1  20A  2P 1MOD CONTACTOR,80
Deposit N2 - B6,7041,LNC1  20A  4P 2MOD CONTACTOR,4
Deposit N2 - B6,7042,LNC1 25A 4P 2MOD CONTACTOR,33
Deposit N2 - C1,1959,OMSCHAKELAAR 400A 3P+N,8
Deposit N2 - C1,1968,SCHAKELAAR MESPATR INB 125A,7
Deposit N2 - C1,1969,SCHAKELAAR MESPATR INB 160A,2
Deposit N2 - C1,1970,SCHAKELAAR MESPATR INB 250A,5
Deposit N2 - C1,1971,SCHAKELAAR MESPATR INB 400A,3
Deposit N2 - C1,1972,SCHAKELAAR MESPATR INB 630A,3
Deposit N2 - C1,7018,JVM19-63   6A  2P B-TYPE AUTOM,73
Deposit N2 - C1,7043,JVL5-40 16A 1P+N - C 30mA,95
Deposit N2 - C2,7000,JVD16 - 63   40A 4P SCHAKELAAR,138
Deposit N2 - C2,7001,JVD16 - 63   63A 4P SCHAKELAAR,77
Deposit N2 - C2,7003,JVD16 -125 100A 4P SCHAKELAAR,4
Deposit N2 - C2,7004,JVD16 -125 125A 4P SCHAKELAAR,22
Deposit N2 - C2,7007,JVL16 -63 40A 4P 300mA AARDLEK,16
Deposit N2 - C2,7008,JVL16 -63 63A 4P 300mA AARDLEK,45
Deposit N2 - C2,7009,JVM16 -32   6A1P+N B-TYPE AUT,31
Deposit N2 - C2,7022,JVM19 -63  16A 3P C-TYPE AUTOM,19
Deposit N2 - C2,7023,JVM19 -63  20A 3P C-TYPE AUTOM,15
Deposit N2 - C2,7024,JVM16 -63  25A 3P C-TYPE AUTOM,25
Deposit N2 - C2,7025,JVM16 -63  32A 3P C-TYPE AUTOM,16
Deposit N2 - C2,7026,JVM16 -63  40A 3P C-TYPE AUTOM,31
Deposit N2 - C2,7027,JVM19 -63  50A 3P C-TYPE AUTOM,20
Deposit N2 - C2,7027,JVM19 -63  50A 3P C-TYPE AUTOM,40
Deposit N2 - C2,7028,JVM19 -63  63A 3P C-TYPE AUTOM,148
Deposit N2 - C2,7062,JVRO16-32 1P+N C 20 30 mA,79
Deposit N2 - C2,7063,JVRO16-32 1P+N C 25 30 mA,111
Deposit N2 - C3,119801,BERKER COMB SCH/SCHUKO 437605,5
