code_item,description_item,current_inventory
3198                ,GLOEILAMP 75WATT FROSTED      ,0
3199                ,GLOEILAMP 100WATT FROSTED     ,0
3200                ,HALOGEENLAMP  300W 127 VOLT   ,0
3201                ,HALOGEENLAMP  500W 127 VOLT   ,0
3202                ,HALOGEENLAMP 1000W 127 VOLT   ,0
3203                ,HALOGEENLAMP  300W 220 VOLT   ,0
3204                ,HALOGEENLAMP  500W 220 VOLT   ,0
3205                ,HALOGEENLAMP 1000W 220 VOLT   ,0
3206                ,HALOGEENLAMP 1500W 220 VOLT   ,0
3207                ,HALOGEEN SCHIJNWERPER  500W   ,0
3208                ,HALOGEEN SCHIJNWERPER 1000W   ,0
3209                ,HALOGEEN SCHIJNWERPER 1500W   ,0
3210                ,TL-ORNEMENT 1x20W 127/220V    ,0
3211                ,TL-ORNEMENT 1x40W 127V 50Hz   ,0
3212                ,TL-ORNEMENT 2x40W 127V 50Hz   ,0
3213                ,TL-ORNEMENT 1x20W  220V 50Hz  ,0
3214                ,TL-ORNEMENT 1x40W  220V 50Hz  ,0
3215                ,TL-ORNEMENT 2x40W  220V 50Hz  ,0
3216                ,TL ORNEMENT 1x10W  127V 50Hz  ,0
3217                ,S39750 30W HID G3 5K 4200L    ,0
3218                ,LEDPANEL 40W 2x2 CCT 120-277V ,0
3219                ,TL INBOUWBAK 2X2 PARABOL 32W  ,0
3220                ,"TL-INBOUWBAK 2x2""  (4x17W)    ",0
3221                ,"TL-INBOUWBAK 2x4""  (4x40W)    ",0
3222                ,TL INBOUWBAK 2X4 PARABOL 32W  ,0
3223                ,TL ORNEMENT LED 1X9W LEEG     ,0
3224                ,TL ORNEMENT LED 1X18W LEEG    ,0
3225                ,TL-ORNEMENT 1x20W WD 127/220V ,0
3226                ,TL-ORNEMENT 1x40W WD 127/220V ,0
3227                ,TL-ORNEMENT 2x40W WD 127/220 V,0
3228                ,TL-ORNEMENT LED 1x9W WD LEEG  ,0
3229                ,TL-ORNEMENT LED 1x18W WD LEEG ,0
3230                ,TL ORNEMENT LED 2X9W WD LEEG  ,0
3231                ,TL ORNEMENT LED2X18W WD LEEG  ,0
3232                ,HPS ARMATUUR 400W CRONO       ,0
3233                ,HPS LAMP 250W                 ,0
3234                ,HPI-T-PLUS 400W PHILIPS       ,0
3242                ,PL LAMP   5 WATT              ,0
3243                ,PL LAMP   7 WATT              ,0
3244                ,PL LAMP   9 WATT              ,0
3245                ,PL LAMP 13 WATT               ,0
3246                ,PICKENS VPR 2211              ,0
3247                ,PICKENS VPO 2236 P            ,0
3248                ,PICKENS VPR  2241             ,0
3249                ,SPIRALLAMP 20W 110-130V 50Hz  ,0
3250                ,PICKENS VPC 2271 TRAP         ,0
3251                ,TL-BUIS 40W DL PHILIPS        ,0
3252                , U-BUIS   40W DL              ,0
3253                ,TL- BUIS  32W DL T8           ,0
3254                ,TL- BUIS  17W DL T8           ,0
3255                ,U- BUIS 32W T8                ,0
3256                ,TL-BUIS LED 10W 6500K         ,0
3257                ,TL BUIS LED  20W 6500K        ,0
3258                ,LED TUBE 10W 4000K 60cm       ,0
3260                ,TL-BUIS 22W DL ROND           ,0
3261                ,TL-BUIS 32W DL ROND           ,0
3262                ,PLAFOND FITTING S1174W        ,0
3263                ,PICKENS 6W LED BULB 6500 K    ,0
3264                ,PICKENS 6W LED BULB 4000K SEMI,0
3265                ,PICKENS 7W LED BULB           ,0
3266                ,PICKENS 9W LED BULB           ,0
3267                ,PICKENS 11W LED BULB          ,0
3268                ,PICKENS 5W LED BULB 6500K     ,0
3269                ,PICKENS LED 5.5W GU 10        ,0
3270                ,PICKENS 10W LED BULB          ,0
3271                ,PICKENS T8 0.6 CM LED9W 6500K ,0
3272                ,PICKENS T8 1.20M LED 22W 6500K,0
3274                ,GE LED TUBE T8 8W/865  DAY L  ,0
3275                ,LED TUBE T8 10W/865 1050l 6500,0
3276                ,LED TUBE T8 20W/865 2050l 6500,0
3277                ,GE LED TUBE T8 16W/865  DAY   ,0
3281                ,BALLAST 1x20W STARTER         ,0
3282                ,BALLAST 1x20W STARTER 220V    ,0
3283                ,BALLAST 1x40W STARTER         ,0
3284                ,BALLAST 1x40W STARTER 220V    ,0
3285                ,BALLAST 2x34W ELECTR  120 VOLT,0
3286                ,BALLAST 2x40W RS  220 VOLT    ,0
3287                ,BALLAST 2x32W electr120-277vT8,0
3288                ,BALLAST 4x32W electr120-277vT8,0
3290                ,STARTER 4-22W                 ,0
3291                ,STARTER 4-65W S10             ,0
3292                ,STARTERHOUDER PLAT     125-6  ,0
3293                ,STARTERHOUDER CLIP     125-5  ,0
3294                ,FITTING                 1226SW,0
3295                ,"BEDRADINGSDRAAD  0,75mm       ",0
3300                ,MER FIXT W/LAMP & PE 175W 127V,0
3301                ,MER FIXT W/LAMP & PE 175W 220V,0
3302                ,PHOTOCEL LC4536 102-277V      ,0
3303                ,175W MERCURY BULP PC24062     ,0
3308                ,3WATT LED PANEL LIGHT 1409-Y-3,0
3309                ,6WATT LED PANEL LIGHT 1409-Y-6,0
3310                ,PICKENS RFTG 10W 6500K FLAT   ,0
3311                ,PICKENS RFTG 30W 6500K FLAT   ,0
3312                ,PICKENS RFTG 50W 6500K FLAT   ,0
3313                ,PICKENS RFTG 100W 6500K FLAT  ,0
3314                ,PICKENS RFTN 150W 7000K FLAT  ,0
3315                ,PICKENS RFTN 250W 7000K FLAT  ,0
3316                ,PICKENS RFTS 10W 6500K        ,0
3317                ,PICKENS RFTS 30W 6500K        ,0
3318                ,PICKENS RFTS 50W 6500K        ,0
3319                ,PICKENS RFTL 100W 6500K UFO   ,0
3320                ,PICKENS RFTN 400W 7000K FLAT  ,0
3321                ,PICKENS LMP 150W PUBLIC 6000K ,0
33210               ,PICKENS LMP 250W PUBLIC 6000K ,0
3322                ,PICKENS RECHARGEABLE LED LIGHT,0
3323                ,PICKENS LED BASE T8 60 CM     ,0
3324                ,PICKENS LED BASE T8 120 CM    ,0
3326                ,PICKENS LED ORNEMENT WD 1X18W ,0
3327                ,PICKENS LED ORNEMENT WD 2X9W  ,0
3328                ,PICKENS LED ORNEMENT WD 2X18W ,0
3329                ,PICKENS 3 WATT 6500K LED SPOT ,0
3330                ,PICKENS 9  WATT 6500K LED SPOT,0
3331                ,PICKENS 12 WATT 6500K LED SPOT,0
3332                ,PICKENS 18 WATT 6500K LED SPOT,0
3333                ,PICKENS 6 WATT 6500K LED SPOT ,0
3334                ,PICKENS LED OPB ROND 12W 6500K,0
3335                ,PICKENS LED OPB ROND 18W 6500K,0
3350                ,LEDPANEL 40W 2x2 CCT 120-277V ,0
3351                ,LEDPANEL 40W 2x4CCT 120-277V  ,0
3352                ,18W LED 1X1 5K OPB 100-277V   ,0
3400                ,*JSL INB ENK P SCHAK 700/1    ,0
3401                ,*JSL INB DUB P SCHAK 700/2    ,0
3402                ,*JSL INB WISS  SCHAK 700/6    ,0
3403                ,*JSL INB SERIE SCHAK 700/5    ,0
3404                ,JSL INB DIMM 220V 700/BD5     ,0
3405                ,JSL INB WCD R/A ENK 700/TC    ,0
3406                ,*JSL INB WCD R/A + DEK 700/TCT,0
3407                ,JSL AFD.PLAAT ENK 700/E       ,0
3408                ,JSL AFD.PLAAT DUB 700/E2      ,0
3409                ,JSL AFD.PLAAT TRIPLE 700/E3   ,0
3410                ,JSL BLIND AFD.PLAAT 700/C     ,0
3411                ,JSL TEL SOCKET RJ11 700/TTR   ,0
3412                ,TV/FM SOCKET FIN 700/TTT      ,0
3413                ,TV/FM AFD. PLAAT 700/TV       ,0
3420                ,ENK P SCHAK EUR 7304          ,0
3421                ,SERIE SCHAK EUR 7305          ,0
3422                ,DIMMER EUR 7313               ,0
3423                ,WCD EUR ENK7311               ,0
3424                ,WCD EUR DUBB 7312             ,0
3428                ,SCHAK ENK P M301              ,0
3429                ,SCHAK DUBB M303               ,0
3430                ,SCHAK TRIPLE M305             ,0
3431                ,WALLPLATE 2 SCHAK 2137        ,0
3432                ,WALLPLATE 1SCHAK-2WCD 2133    ,0
3433                ,STEKKER RUB 127v E118         ,0
3434                ,STEKKER 220v RUB 2866         ,0
3487                ,ETI 3901375  EINDPLAAT VSV4   ,0
3488                ,ETI 3901114 BRIDGING MP2 / 10 ,0
3489                ,ETI 3901116 BRIDGING MP4 /10  ,0
3490                ,ETI 3901087 BRIDGING MP124/6  ,0
3491                ,ETI 3901055 BRIDGING MP 166/4 ,0
3492                ,ETI3901360 LIN UP  VSV4 FUSE  ,0
3493                ,ETI 3901539 GR VS 35 YELLO/GR ,0
3494                ,ETI 3901518 GR VS 16 YELLO/GR ,0
3495                ,ETI 3901497 GR VS6 YELLO/GR   ,0
3496                ,ETI 3901476 GR VS4 YELLO/GR   ,0
3497                ,ETI 3901016 END BRACKET PKPA35,0
3498                ,ETI 3901037 TERMINAL VS 4MM   ,0
3499                ,ETI 3901038 TERMINAL VS 4 BLUE,0
3500                ,ETI 3901068 TERMINAL VS 6 IVOR,0
3501                ,ETI 3901069 TERMINAL VS 6 BLUE,0
3502                ,ETI 3901129 TERMINAL VS 16 IVO,0
3503                ,ETI 3901130 TERMINAL VS16 BLUE,0
3504                ,ETI 3901188 TERMINAL VS 70 IVO,0
3505                ,ETI 3901189 TERMINAL VS70 BLUE,0
3506                ,ETI 3901101 TERMINAL VS10 IVOR,0
3507                ,ETI 3901102 TERMINAL VS10 BLUE,0
3508                ,ETI 3901157 TERMINAL VS35 IVOR,0
3509                ,ETI 3901158 TERMINAL VS35 BLUE,0
3510                ,6-FIBER LOOSE TUBEMULTI 62.5um,0
3511                ,6 FIBER TIGHTBUFFER MULTI 62.5,0
3512                ,New-120160D PatchCord LC-LC MM,0
3514                ,12-FIBER TIGHTBUFFER SINGLE   ,0
3515                ,SC CONNECTOR MULTI SIMPLEX    ,0
3516                ,6 SC STRIP PANEL LOADED       ,0
3517                ,New2890010 SC12 Portplate load,0
3518                ,New119301S SC/UPC PIG TAIL 1mt,0
3519                ,"Rackmnt fiberbx 24port,pigt-Fu",0
3520                ,New2670024 RACKMOUNTB-24 port ,0
3521                ,WALLMOUNT FIBER BOX 24PORT    ,0
3522                ,"Rackmnt fiberbx 24port,pigt1/2",0
3523                ,"Rackmnt fiberbx 48port,pigt-Fu",0
3530                ,New3584500RJ45 8wireCat5e-6PL ,0
3531                ,New3500008Cat 5e RJ45-110 50um,0
3532                ,New-3667708Cat6A keystone jack,0
3533                ,New-3555008Cat5e keystone jack,0
3610                ,BWB BLANK STOP FACEPLATE      ,0
3611                ,BWB-30 BLANK STOP FACEPLATE   ,0
3630                ,CABLE MANAGEMENT HOR. BL1U    ,0
3631                ,CABLE MANAGEMENT HOR. BL2U    ,0
3632                ,Shelf 19'' 1U RAL 9005        ,0
3638                ,Velcro 16mm black 25 mtr a rol,0
3642                ,"CABINET SRS, 42Y, 800/1000/198",0
3661                ,DUST COVER FOR I/O BLACK 25 PC,0
3662                ,DUST COVER FOR I/O RED 25 PCS ,0
3663                ,DUST COVER FOR I/O WHITE 25PCS,0
3664                ,DUST COVER FOR I/O YELLOW 25PC,0
3665                ,Faceplate  US 2 modules White ,0
3666                ,Faceplate US 4 modules        ,0
3667                ,Patch Panel Empty 24 ports 1U ,0
3668                ,Cable Cat5E UTP  PVC GREY     ,0
3670                ,Patch Panel Cat5E 24 port 1U  ,0
3671                ,Patch Panel Cat5E 24 port 1/2U,0
3672                ,I/O Keystone CAT5E UTP White  ,0
3673                ,I/O Keystone CAT5E FTP White  ,0
3674                ,Cable Cat6 UTP PVC GREY       ,0
3678                ,Patch Panel UTP CAT6 24 Port 1,0
3679                ,Patch Panel UTP CAT6 24 Port 1,0
3680                ,I/O Keystone CAT6 UTP white   ,0
3690                ,PATCHPANEL CAT 5E FTP 24P 0.5U,0
3691                ,PATCHPANEL CAT 6 FTP 24P 0.5U ,0
3696                ,"PATCHCORD CAT.6 U/UTP 2M,  BLU",0
3698                ,"PATCHCORD CAT.6 U/UTP 2M, GRAY",0
3703                ,"PATCHCORD CAT.6 U/UTP 3M, BLUE",0
3705                ,"PATCHCORD CAT.6 U/UTP 3M, GRAY",0
3710                ,"PATCHCORD CAT.6 U/UTP 5M, BLUE",0
3712                ,"PATCHCORD CAT.6 U/UTP 5M, GRAY",0
3723                ,AUTOMATIC CLAMPING TOOL FOR I/,0
3726                ,HORIZ CABLE MANAGE RKP-VM-1U B,0
3727                ,CABLE ROUTBRACK40x80WK1-HM-48C,0
3728                ,"PATCH P EMPTY 19""  XB101.224.1",0
3996                ,MOTION DETECTOR 21401         ,0
3997                ,SPEED CONTROLLER 21219        ,0
3998                ,ELECTRONIC DIMMER 150W 21215-1,0
3999                ,INTERMEDIATE SWITCH 10A  21051,0
4000                ,SINGEL POLE SWITCH 21011      ,0
4001                ,TWO POLE SWITCH 21021         ,0
4002                ,TWO CIRCUITS SWITCH 21061     ,0
4003                ,THREE CIRCUITS SWITCH 21088   ,0
4004                ,TWO WAY SWITCH 21071          ,0
4005                ,DOUBLE TWO WAY SWITCH 21101   ,0
4006                ,PULL-CORD PUSH BUTTON 21092   ,0
4007                , DIMMER/ 2 WAY 320 WRC 21217  ,0
4008                ,EARTH SOCKET ( SCHUKO ) 21131 ,0
4009                ,EARTH SOCKET ( USA TYPE) 21143,0
4010                ,MONO DOUBLE EARTH SOCKET 70331,0
4011                ,RJ 45 CAT 6 UTP  SOCKET 21455 ,0
4012                ,RJ 45 CAT 5 E UTP SOCKET 21453,0
4013                ,RJ 45 CAT6 UTP CONNECTOR 21978,0
4014                ,RJ 45 CAT 5E UTP CONN 21975   ,0
4015                ,TELEPHONE SOCKET 21252        ,0
4016                ,SUPPORT FOR BLIND COVER 21222 ,0
4017                ,ROCKER FOR SWITCHES 70601     ,0
4018                ,DOUBLE ROCKERS 70611          ,0
4019                ,TRIPLE ROCKERS 70661          ,0
4020                ,COV PLATE  PULL CORD 70741    ,0
4021                ,COVER PLATE  DIMMER 70721     ,0
4022                ,COV PL  EARTH SOCKET 70631    ,0
4023                , COV PL  EARTH SOCK USA 70843 ,0
4024                ,COV PL SCHUK SOCKET IP44 70634,0
4025                ,COVER PLATE  SINGLE RJ45 70751,0
4026                ,COVER RING WITH DOUBLE 70442  ,0
4027                ,COVER PLATE  TELEPHONE 70712  ,0
4028                ,BLIND COVER PLATE 70677       ,0
4029                ,IP 44 KIT MEC21 SINGLE 21981  ,0
4030                , SURFACE MOUNTING BOX 10975   ,0
4031                ,SINGLE FRAME 70910            ,0
4032                ,DOUBLE HORIZONTAL FRAME 70921 ,0
4033                ,TRIPLE HORIZONTAL FRAME 70931 ,0
4034                ,4- GANG HORIZONTAL FRAME 70941,0
4035                ,WATERPROOF FRAME IP 44  70961 ,0
4036                ,UNIVERSAL COVER RING 70881    ,0
4037                ,COVER PLATE MOTION  70401 TBR ,0
4040                ,SINGLE POLE SWITCH 37011 OPB  ,0
4041                ,TWO CIRCUITS SWITCH 37061 OPB ,0
4042                ,TWO-WAY SWITCH 37071 OPB      ,0
4043                ,DOUBLE 2-WAY SWITCH  37101 OPB,0
4044                ,EARTH SOCKET SCHUKO 37131 OPB ,0
4045                ,MOUNTINGBOX AMERICAN 10972 ABR,0
4046                ,SINGLE POLE SWITCH 48011 OP WD,0
4047                ,TWO POLE SWITCH 48021 WD OPB  ,0
4048                ,2 CIRCUITS SWITCH 48061 OPB WD,0
4049                ,TWO WAY SWITCH 48071 OPB WD   ,0
4050                ,EARTH SOCKET  48131 OPB  WD   ,0
4051                ,TWO EARTH SOCKETS 48862 OPB WD,0
4052                ,SAFETY EARTH SOCKET 45132SBR  ,0
4053                ,SAFE EARTHSOCKET 127V 45144SBR,0
4054                ,FLOOR BOX GREY 83008CCZ       ,0
4055                ,MOUNT BOX FOR FLOORBOX 83058  ,0
4056                ,Face plate F/2 RJ Connector 2M,0
4057                ,DUBBEL USB CHARGER 110-240V   ,0
4058                ,COVER PLATE DBL USB CHAR 70673,0
4100                ,ROCKER FOR SWITCHES 90601 TBR ,0
4101                ,DOUBLE ROCKERS 90611 TBR      ,0
4102                ,TRIPLE ROCKERS 90661 TBR      ,0
4103                ,COVER PLATE  PULL CORD 90741  ,0
4104                ,COVER PLATE FOR DIMMER 90721 T,0
4105                ,COVER PLATE SINGLE RJ45 90751 ,0
4106                ,COVER PLATE - TELEPHONE 90712 ,0
4107                ,COVER PLATE- EARTH SOCKET90631,0
4108                ,SAFETY COVER PLATE EARTH 90843,0
4109                ,COVER PLATE SCHUKO SOCKET90634,0
4110                ,BLIND COVER PLATE 90677 TBR   ,0
4111                ,SINGLE FRAME 90910 TBR        ,0
4112                ,DOUBLE HORIZONTAL FRAME 90920 ,0
4113                ,TRIPLE HORIZONTAL FRAME 90930 ,0
4114                ,4 GANG HORIZONTAL FRAME 90940 ,0
4115                ,5 GANG HORIZONTAL FRAME 90950 ,0
4116                ,WATERPROOF FRAME IP 44  90961 ,0
4117                ,COVER RING WITH DOUBLE 90442  ,0
4118                ,COVER PLATE  DBL USB CHA90673 ,0
4119                ,SURFACE MOUNTINGBOX 10976 ABR ,0
4120                ,SURFACE MOUNTINGBOX DOUBLE    ,0
4121                ,SURFACE MOUNTINGBOX TRIPLE    ,0
4122                ,COVER PLATE MOTION  90401 TBR ,0
4140                ,ROCKER FOR SWITCHES 90601 TPM ,0
4141                ,DOUBLE ROCKERS 90611 TPM      ,0
4142                ,TRIPLE ROCKERS 90661 TPM      ,0
4143                ,COVER PLATE FOR DIMMER90721TPM,0
4144                ,COV PLATE SINGLE RJ45 90751TPM,0
4145                ,COV PLATE  TELEPHONE 90712 TPM,0
4146                ,COV PLATE EARTH SOCKET90631TPM,0
4147                , COVERPLATE EARTH 90843 USATPM,0
4148                ,COV PLATE SOCKET IP44 90634TPM,0
4149                ,BLIND COVER PLATE 90677 TPM   ,0
4150                ,SINGLE FRAME 90910 TPM        ,0
4151                ,2 X HORIZONTAL FRAME 90920 TPM,0
4152                ,3 X HORIZONTAL FRAME90930 TPM ,0
4153                ,4 X  HORIZONT FRAME 90940 TPM ,0
4154                ,5 X HORIZONT FRAME 90950 TPM  ,0
4155                ,COV RING WITH DOUBLE 90442 SPM,0
4156                ,COV PLATE FOR USB 90673 TPM   ,0
4157                ,COVER PLATE MOTION  90401 TPM ,0
4200                ,KABELGOOT 12x7MM 10010 FBR    ,0
4201                ,KABELGOOT 16X10MM 10020 FBR   ,0
4202                ,"KABELGOOT 20X12,5MM 10030 FBR ",0
4203                ,KABELGOOT 32x12.5MM 10400 FBR ,0
4204                ,KABELGOOT 32X16MM 10040 FBR   ,0
4205                ,"KABELGOOT 40X12,5MM 10150 FBR ",0
4206                ,KABELGOOT 40X16MM 10160 FBR   ,0
4207                ,KABELGOOT 50X20MM 10500 CBR   ,0
4208                ,KABELGOOT 60X16MM 10070 CBR   ,0
4209                ,KABELGOOT 75X20MM 10140 CBR   ,0
4210                ,KABELGOOT 110X34MM 10080 RBR  ,0
4211                ,KABELGOOT 110X50MM 10090RBR   ,0
4212                ,KABELGOOT 90X50MM 10180 RBR   ,0
4213                ,KABELGOOT 180X50MM 10290 RBR  ,0
4215                ,T STUK 20X12.5MM  10031 ABR   ,0
4216                ,T STUK 32X12.5MM  10401 ABR   ,0
4217                ,T STUK 32X16MM     10041 ABR  ,0
4218                ,T STUK 40X12.5MM  10051 ABR   ,0
4219                ,T STUK 40X16MM     10061 ABR  ,0
4220                ,T STUK 50X20MM     10501 ABR  ,0
4221                ,T STUK 60X16MM     10071 ABR  ,0
4222                ,T STUK 75X20MM     10141 ABR  ,0
4223                ,T STUK 110X34MM   10081 RBR   ,0
4224                ,T STUK 110X50MM   10091 RBR   ,0
4225                ,T STUK 90X50MM     10181 RBR  ,0
4226                ,T STUK 180X50MM   10291 RBR   ,0
4227                ,BINNENHK 20X12.5MM 10032 ABR  ,0
4228                ,BINNENHK 32X12.5MM 10402  ABR ,0
4229                ,BINNENHK 32X16MM 10042 ABR    ,0
4230                ,BINNENHK 40X12.5MM 10052 ABR  ,0
4231                , BINNENHK 40X16MM 10062 ABR   ,0
4232                ,BINNENHK 50X20MM  10502 ABR   ,0
4233                ,BINNENHK 60X16MM  10072   ABR ,0
4234                ,BINNENHK 75X20MM  10142 ABR   ,0
4235                ,BINNENHK 110X34MM  10082  RBR ,0
4236                ,BINNENHK 110X50MM  10092 RBR  ,0
4237                ,BINNENHK 90X50MM  10182 RBR   ,0
4238                ,BINNENHK 180X50MM  10292 RBR  ,0
4239                ,VLAKHOEK 20X12.5MM  10033 ABR ,0
4240                ,VLAKHOEK 32X12.5MM  10403 ABR ,0
4241                ,VLAKHOEK 32X16MM  10043 ABR   ,0
4242                ,VLAKHOEK 40X12.5MM 10053  ABR ,0
4243                ,VLAKHOEK 40X16MM  10063  ABR  ,0
4244                ,VLAKHOEK 50X20MM  10503 ABR   ,0
4245                ,VLAKHOEK 60X16MM  10073  ABR  ,0
4246                ,VLAKHOEK 75X20MM 10143  ABR   ,0
4247                ,VLAKHOEK 110X34MM  10083  RBR ,0
4248                ,VLAKHOEK 110X50MM  10093  RBR ,0
4249                ,VLAKHOEK 90X50MM    10183 RBR ,0
4250                ,VLAKHOEK 180X50MM  10293  RBR ,0
4251                ,VERLENG 20X12.5MM 10034 ABR   ,0
4252                ,VERLENG 32X12.5MM  10404 ABR  ,0
4253                ,VERLENG 32X16MM  10044 ABR    ,0
4254                ,VERLENG 40X12.5MM  10054  ABR ,0
4255                ,VERLENG 40X16MM  10064 ABR    ,0
4256                ,VERLENG 50X20MM    10504  ABR ,0
4257                ,VERLENG 60X16MM  0074  ABR    ,0
4258                ,VERLENG 75X20MM   10144  ABR  ,0
4259                ,VERLENG 110X34MM 10084 RBR    ,0
4260                ,VERLENG 110X50MM 10094 RBR    ,0
4261                ,VERLENG 90X50MM  10184 RBR    ,0
4262                ,VERLENG 180X50MM 10294 RBR    ,0
4263                ,EINDSTUK 20X12.5MM 10035  ABR ,0
4264                ,EINDSTUK 32X12.5MM  10405 ABR ,0
4265                ,EINDSTUK 32X16MM   10045 ABR  ,0
4266                ,EINDSTUK 40X12.5MM 10055  ABR ,0
4267                ,EINDSTUK 40X16MM  10065  ABR  ,0
4268                ,EINDSTUK 50X20MM 10505  ABR   ,0
4269                ,EINDSTUK 60X16MM  10075  ABR  ,0
4270                ,EINDSTUK 75X20MM  10145 ABR   ,0
4271                ,EINDSTUK 110X34MM 10085  RBR  ,0
4272                ,EINDSTUK 110X50MM 10095  RBR  ,0
4273                ,EINDSTUK 90X50MM  10185 RBR   ,0
4274                ,EINDSTUK 180X50MM  10295  RBR ,0
4275                ,BUITENHK 20X12.5MM 10036 ABR  ,0
4276                ,BUITENHK 32X12.5MM 10406 ABR  ,0
4277                ,BUITENHK 32X16MM 10046  ABR   ,0
4278                ,BUITENHK 40X12.5MM 10056  ABR ,0
4279                , BUITENHK 40X16MM  10066 ABR  ,0
4280                ,BUITENHK 50X20MM 10506 ABR    ,0
4281                ,BUITENHK 60X16MM  10076  ABR  ,0
4282                ,BUITENHK 75X20MM  10146  ABR  ,0
4283                ,BUITENHK 110X34MM  10086 RBR  ,0
4284                ,BUITENHK 110X50MM  10096  RBR ,0
4285                ,BUITENHK 90X50MM  10186  RBR  ,0
4286                ,BUITENHK 180X50MM 10296  RBR  ,0
4287                ,Q45 MOD ADAPTER 2 MOD 10950ABR,0
4288                ,Q45 MOD COV PL 2 MOD 10959 ABR,0
4289                ,Q45  ADAPTER 2 MOD 10986 ABR  ,0
4290                ,Q45  ADAPTER 4 MOD 10952 ABR  ,0
4291                ,Q45 ADAPTER 6 MOD 10954 ABR   ,0
4292                ,FLUSH MOUNT BOX USA 10971 ABR ,0
7000                ,JVD16 - 63   40A 4P SCHAKELAAR,0
7001                ,JVD16 - 63   63A 4P SCHAKELAAR,0
7002                ,JVD16 -125  80A 4P SCHAKELAAR ,0
7003                ,JVD16 -125 100A 4P SCHAKELAAR ,0
7004                ,JVD16 -125 125A 4P SCHAKELAAR ,0
7005                ,JVL16 -63  40A 4P 30mA AARDLEK,0
7006                ,JVL16 -63  63A 4P 30mA AARDLEK,0
7007                ,JVL16 -63 40A 4P 300mA AARDLEK,0
7008                ,JVL16 -63 63A 4P 300mA AARDLEK,0
7009                , JVM16 -32   6A1P+N B-TYPE AUT,0
7010                ,JVM16 -32  16A 1P+N B-TYPE AUT,0
7011                ,JVM16 -32  20A 1P+N B-TYPE AUT,0
7013                ,JVM16 -32  16A 1P+N C-TYPE AUT,0
7014                ,JVM16 -32  20A 1P+N C-TYPE AUT,0
7015                ,JVM16 -32  25A 1P+N C-TYPE AUT,0
7016                ,JVM16 -32  32A 1P+N C-TYPE AUT,0
7017                ,JVM19 -63  16A 2P B-TYPE AUTOM,0
7018                ,JVM19-63   6A  2P B-TYPE AUTOM,0
7019                ,JVM16 -63  16A 2P C-TYPE AUTOM,0
7020                ,JVM19 -63  20A 2P C-TYPE AUTOM,0
7021                ,JVM19 -63  25A 2P C-TYPE AUTOM,0
7022                ,JVM19 -63  16A 3P C-TYPE AUTOM,0
7023                ,JVM19 -63  20A 3P C-TYPE AUTOM,0
7024                ,JVM16 -63  25A 3P C-TYPE AUTOM,0
7025                ,JVM16 -63  32A 3P C-TYPE AUTOM,0
7026                ,JVM16 -63  40A 3P C-TYPE AUTOM,0
7027                ,JVM19 -63  50A 3P C-TYPE AUTOM,0
7028                ,JVM19 -63  63A 3P C-TYPE AUTOM,0
7030                ,JVM16-63 16A 3P+N C-TYPE AUTOM,0
7031                ,JVM16-63 25A 3P+N C-TYPE AUTOM,0
7032                ,JVM16 -63 32A 3P+N C-TYPE AUTO,0
7033                ,JVM16 -63 40A 3P+N C-TYPE AUTO,0
7034                ,JVM16 -63 50A 3P+N C-TYPE AUTO,0
7035                ,JVM16 -63 63A 3P+N C-TYPE AUTO,0
7036                ,JVM 65-125  80A 3P+N C-TYPE   ,0
7037                ,JVM 65-125 100A 3P+N C-TYPE   ,0
7038                ,JVM 65-125 125A 3P+N C-TYPE   ,0
7039                ,JVT3-16D TIMER                ,0
7040                ,LNC1  20A  2P 1MOD CONTACTOR  ,0
7041                ,LNC1  20A  4P 2MOD CONTACTOR  ,0
7042                ,LNC1 25A 4P 2MOD CONTACTOR    ,0
7043                ,JVL5-40 16A 1P+N - C 30mA     ,0
7044                ,LNC1 25A 2P 1MOD CONTACTOR    ,0
7051                ,JUNCTION BOX 125A  4*7        ,0
7052                ,JUNCTION BOX 125A  4*11       ,0
7054                ,FTG VerdeelBlok 4F 125A 1x35mm,0
7055                ,FTG Verdeel Blok1F 160A 1x70mm,0
7056                ,FTG Verdeel Blok4F 160A 1x35mm,0
7060                ,JVRO16-32 1P+N B16 30 mA      ,0
7061                ,JVRO16-32 1P+N C 16 30 mA     ,0
7062                ,JVRO16-32 1P+N C 20 30 mA     ,0
7063                ,JVRO16-32 1P+N C 25 30 mA     ,0
7070                ,ADER EINDHULS 1.5mm E1508     ,0
7071                ,ADER EINDHULS 2.5mm E2508     ,0
7072                ,ADER EINDHULS 4mm E4012       ,0
7073                ,ADER EINDHULS 6mm E6012       ,0
7074                ,ADER EINDHULS 10mm E1012      ,0
7075                ,ADER EINDHULS 16mm E1612      ,0
7076                ,ADER EINDHULS 25mm E2516      ,0
7077                ,ADER EINDHULS 35mm E3516      ,0
7078                ,ADER EINDHULS 50mm E5020      ,0
7079                ,ADER EINDHULS 2X1.5mm TE1508  ,0
7080                ,ADER EINDHULS 2X2.5mm TE2510  ,0
7081                ,ADER EINDHULS 2X4mm TE4012    ,0
7082                ,ADER EINDHULS 2X6mm TE6014    ,0
7083                ,ADER EINDHULS 2X10mm TE1014   ,0
7084                ,ADER EINDHULS 2X16mm TE1614   ,0
7100                ,PL-U 2pins 7W 127v/6400k      ,0
